record #,timestamp,county code,zip,Registered,Primary,Ballot,Biden defeats Trump,Bloomberg defeats Trump,Buttigieg defeats Trump,Gabbard defeats Trump,Klobuchar defeats Trump,Sanders defeats Trump,Steyer defeats Trump,Warren defeats Trump,1,2,3,4,5,6,7,Ranked choice voting,LDPV,Gender,Age,<50 / 50+,Race,Party Affiliation,Ideology,2016 vote,Education,Income,Martial status,Child < 18,Religion,Evangelical,Union HH,Military HH,LGBTQ HH,Urbanicity,Region,weight
155410XXXX,02/26/20 11:31 AM,42049,16426,3,,,,,,,,,,,,,,,,,,,2,2,24,1,4,4,3,5,2,2,2,1,2,1,2,2,2,1,1,0.743382294
123310XXXX,02/25/20 10:35 PM,42049,16415,1,6,2,98,0,0,0,45,100,0,0,c6,c1,c5,c9,,,,,1,1,71,2,3,3,1,1,2,1,3,2,2,2,2,1,2,3,1,0.618763507
134100XXXX,02/25/20 10:42 PM,42049,16441,1,6,3,80,80,50,0,50,40,20,10,,,,,,,,,2,1,52,2,3,3,3,2,1,2,2,1,3,2,2,2,1,3,1,0.931934826
981000XXXX,02/25/20 10:09 PM,42051,15401,1,4,,50,50,100,50,50,100,0,100,,,,,,,,,2,2,58,2,3,2,3,2,1,1,2,2,1,1,2,2,2,2,1,0.780269285
148110XXXX,02/26/20 11:31 AM,42051,15478,1,6,2,50,50,50,50,50,50,50,50,c6,c1,c8,c2,c4,c3,c7,2,1,1,22,1,3,3,3,3,1,2,2,1,3,1,2,2,2,2,1,1.176570157
753100XXXX,02/25/20 10:19 PM,42055,17202,1,4,,50,10,20,10,40,70,20,50,,,,,,,,,2,2,60,2,3,2,3,4,2,1,2,2,2,2,2,1,2,1,1,0.780269285
156510XXXX,02/26/20 11:31 AM,42065,15851,1,6,2,50,35,30,10,10,50,30,35,c6,c8,c7,c1,c3,c4,c9,2,1,2,36,1,3,2,4,2,2,2,2,1,4,2,2,2,2,3,1,0.854303724
220910XXXX,02/26/20 01:07 PM,42069,18518,1,4,,0,0,0,0,0,20,0,0,,,,,,,,,2,1,69,2,1,2,3,1,2,1,2,2,2,2,2,2,2,2,1,0.693015304
353100XXXX,02/25/20 10:15 PM,42069,18510,1,4,,25,25,50,5,5,70,15,5,,,,,,,,,2,2,22,1,3,2,4,3,1,1,1,2,1,2,1,1,2,1,1,0.764635286
103010XXXX,02/25/20 10:20 PM,42069,18507,1,5,1,0,0,5,0,0,0,0,0,,,,,,,,,2,2,44,1,3,1,2,1,2,1,3,1,3,1,2,2,2,2,1,0.854303724
134810XXXX,02/26/20 11:29 AM,42069,18510,3,,,,,,,,,,,,,,,,,,,2,2,42,1,3,2,3,2,2,2,2,1,3,2,2,2,2,2,1,0.854303724
202010XXXX,02/26/20 11:31 AM,42069,18505,2,,,,,,,,,,,,,,,,,,,2,2,43,1,3,2,3,4,1,1,1,2,2,2,2,1,2,1,1,0.854303724
216910XXXX,02/26/20 12:41 PM,42069,18519,1,3,,30,25,0,0,5,10,5,0,,,,,,,,,2,2,41,1,3,1,3,4,2,2,2,1,2,2,2,2,2,2,1,0.854303724
185410XXXX,02/26/20 11:32 AM,42069,18517,2,,,,,,,,,,,,,,,,,,,2,1,49,1,3,1,1,4,1,1,1,2,2,2,2,2,2,2,1,0.736103707
520100XXXX,02/25/20 10:16 PM,42071,17602,1,6,2,75,50,55,5,5,65,25,50,c3,c1,c8,c6,c7,c2,c4,2,1,2,43,1,3,2,5,2,3,2,2,1,3,2,2,2,2,1,1,0.854303724
409100XXXX,02/25/20 10:15 PM,42073,16105,1,6,2,20,0,15,0,10,30,0,25,c8,c3,c5,c2,c6,c7,c1,4,1,2,67,2,1,2,3,2,1,2,2,2,2,2,2,1,2,2,1,1.702385603
195710XXXX,02/26/20 11:32 AM,42075,17042,1,6,1,25,30,50,10,20,75,0,60,,,,,,,,,2,2,51,2,3,1,1,1,3,3,2,1,1,1,2,2,2,2,1,0.780269285
122810XXXX,02/25/20 10:32 PM,42075,17078,1,6,2,100,100,100,0,0,100,0,100,c8,c2,c5,c9,,,,,1,1,67,2,3,2,3,2,3,2,2,2,3,2,1,1,2,3,1,0.618763507
123010XXXX,02/25/20 10:34 PM,42075,17078,1,6,2,80,50,70,0,30,50,20,20,c1,c3,c9,,,,,,1,1,80,2,3,2,3,2,3,1,2,2,1,1,2,2,2,2,1,0.618763507
202710XXXX,02/26/20 11:32 AM,42075,17042,1,2,,0,0,0,0,0,0,0,0,,,,,,,,,2,1,47,1,3,1,1,1,3,3,1,1,1,1,1,2,2,2,1,0.736103707
131510XXXX,02/26/20 11:29 AM,42077,18011,1,3,,25,0,5,0,0,10,0,10,,,,,,,,,2,2,24,1,3,3,3,4,1,1,1,1,3,2,2,1,1,2,1,0.764635286
564100XXXX,02/26/20 11:45 AM,42077,18102,1,6,2,80,100,30,50,30,90,30,80,c2,c6,c1,c8,c9,,,1,1,2,33,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,0.537741555
485100XXXX,02/25/20 10:16 PM,42077,18102,1,6,2,40,45,0,30,10,90,30,40,c6,c8,c2,c1,c9,,,1,1,1,23,1,3,2,5,3,1,3,1,2,3,2,2,1,2,2,1,1.176570157
604100XXXX,02/25/20 10:18 PM,42077,18109,1,6,2,60,40,50,6,40,50,40,50,c3,c6,c8,c1,c2,c5,c7,1,1,1,28,1,3,2,5,2,3,2,1,2,1,2,2,2,2,1,1,1.176570157
326100XXXX,02/25/20 10:15 PM,42079,18222,1,6,2,10,50,0,0,10,20,0,10,c2,c3,c6,c8,c1,c5,c7,2,1,2,43,1,3,2,5,2,3,3,2,1,1,2,2,2,2,3,1,0.854303724
332100XXXX,02/25/20 10:15 PM,42079,18707,1,6,3,10,10,15,10,0,0,15,5,,,,,,,,,2,1,24,1,3,3,3,1,2,2,1,1,4,2,2,2,2,2,1,1.176570157
123410XXXX,02/25/20 10:35 PM,42079,18704,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,66,2,3,1,1,1,2,2,2,2,1,1,2,2,2,1,1,0.618763507
555100XXXX,02/26/20 11:44 AM,42079,18702,1,6,2,50,21,35,15,40,75,10,40,c6,c5,c1,c8,c3,c7,c4,4,1,1,39,1,3,2,3,1,2,2,1,1,2,2,2,2,2,2,1,0.736103707
630100XXXX,02/25/20 10:18 PM,42081,17701,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,20,1,2,1,2,1,2,1,1,2,4,2,2,2,1,2,1,0.537741555
190100XXXX,02/25/20 10:49 PM,42081,17754,1,6,3,15,50,29,0,10,50,5,10,,,,,,,,,2,1,44,1,3,2,3,1,3,3,2,1,3,2,2,2,2,3,1,0.736103707
461100XXXX,02/26/20 11:37 AM,42081,17701,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,38,1,3,1,1,1,2,2,1,2,1,1,2,1,2,2,1,0.736103707
144410XXXX,02/26/20 11:30 AM,42083,16738,2,,,,,,,,,,,,,,,,,,,2,2,64,2,3,3,6,4,2,2,3,2,2,2,2,2,2,3,1,0.780269285
675100XXXX,02/25/20 10:17 PM,42085,16148,2,,,,,,,,,,,,,,,,,,,2,2,25,1,1,3,1,3,3,2,2,2,3,2,1,2,2,2,1,0.519329079
374100XXXX,02/25/20 10:15 PM,42085,16148,1,3,,12,12,22,10,10,13,100,11,,,,,,,,,2,2,21,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,0.537741555
158710XXXX,02/26/20 11:31 AM,42085,16125,2,,,,,,,,,,,,,,,,,,,2,2,44,1,3,3,3,5,1,2,2,2,2,3,2,2,2,3,1,0.854303724
231100XXXX,02/25/20 10:14 PM,42087,17044,1,5,1,75,25,0,0,0,75,0,0,,,,,,,,,2,2,53,2,3,1,2,4,1,1,2,2,3,3,1,2,2,2,1,0.780269285
105100XXXX,02/25/20 10:37 PM,42089,18347,1,4,,0,0,0,0,0,0,0,0,,,,,,,,,2,1,51,2,3,1,2,1,2,1,3,2,2,2,2,2,2,3,1,0.931934826
174310XXXX,02/26/20 11:33 AM,42091,19066,1,3,,0,0,50,5,5,0,0,40,,,,,,,,,2,2,26,1,1,2,4,2,3,2,1,2,2,2,2,2,2,2,1,0.519329079
466100XXXX,02/25/20 10:16 PM,42091,19040,1,6,2,75,95,56,1,5,95,1,70,c6,c2,c1,c8,c3,c4,c5,2,1,2,34,1,3,2,4,3,2,2,1,1,4,2,2,2,2,2,1,0.764635286
117010XXXX,02/25/20 10:23 PM,42091,19095,2,,,,,,,,,,,,,,,,,,,2,2,49,1,3,2,3,4,2,3,2,2,4,2,2,2,2,2,1,0.854303724
128810XXXX,02/26/20 11:29 AM,42091,19403,1,6,5,,,,,,,,,,,,,,,,,2,1,49,1,3,3,3,2,3,3,1,2,1,3,2,2,2,2,1,0.736103707
132100XXXX,02/25/20 10:41 PM,42091,19401,1,6,2,0,0,0,0,0,100,0,0,c6,c1,c2,c5,c3,c7,c4,2,1,1,43,1,3,2,4,4,1,2,2,2,2,2,2,2,2,1,1,0.736103707
865100XXXX,02/25/20 10:16 PM,42095,18017,1,6,5,,,,,,,,,,,,,,,,,2,2,30,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,0.537741555
472100XXXX,02/26/20 11:37 AM,42095,18013,1,2,,15,40,0,0,0,30,0,0,,,,,,,,,2,1,57,2,3,1,2,1,3,3,2,2,2,2,2,2,2,3,1,0.931934826
108100XXXX,02/25/20 10:37 PM,42097,17851,1,6,1,5,10,18,5,24,25,1,10,,,,,,,,,2,1,56,2,3,1,1,1,1,2,2,2,2,1,2,1,2,3,1,0.931934826
145810XXXX,02/26/20 11:30 AM,42101,19134,1,6,1,0,0,0,0,0,45,0,0,,,,,,,,,2,2,51,2,1,1,4,1,1,1,2,1,1,1,1,2,2,1,1,0.876608714
160710XXXX,02/26/20 11:31 AM,42101,19104,1,6,2,70,85,35,0,20,95,0,0,c2,c6,c1,c3,c8,c4,c5,2,1,2,32,1,1,2,2,2,1,2,2,2,4,2,2,2,2,2,1,0.519329079
193010XXXX,02/26/20 11:32 AM,42101,19149,2,,,,,,,,,,,,,,,,,,,2,2,33,1,6,3,4,2,3,2,2,2,4,2,2,2,2,1,1,0.743382294
215710XXXX,02/26/20 12:41 PM,42101,19146,1,6,2,100,50,90,50,50,90,0,100,c8,c3,c1,c6,c5,c4,c2,5,1,2,63,2,3,2,5,2,2,1,1,2,2,2,2,2,1,1,1,0.780269285
220010XXXX,02/26/20 12:44 PM,42101,19152,1,3,,50,75,10,30,20,45,10,50,,,,,,,,,2,2,81,2,5,3,3,1,2,2,3,2,3,2,2,2,2,2,1,1.065254432
453100XXXX,02/26/20 11:35 AM,42101,19120,1,6,1,10,60,5,10,10,10,10,10,,,,,,,,,2,2,40,1,3,1,3,1,3,2,2,1,2,1,1,2,2,1,1,0.854303724
459100XXXX,02/25/20 10:16 PM,42101,19123,1,6,2,60,50,40,40,65,55,40,55,c5,c8,c6,c4,c7,c1,c3,2,1,1,26,1,1,2,4,2,3,3,2,1,2,2,2,2,2,1,1,0.863343069
922100XXXX,02/25/20 10:22 PM,42101,19104,1,5,2,50,51,15,10,5,49,5,30,c2,c1,c6,c8,c3,c7,c5,2,1,1,50,2,4,2,4,4,3,1,1,2,4,2,2,2,2,1,1,0.862214458
178710XXXX,02/26/20 11:32 AM,42101,19141,1,4,,100,100,100,100,100,100,100,100,,,,,,,,,2,1,32,1,2,2,1,2,3,1,1,2,3,1,2,2,2,1,1,0.555926665
264100XXXX,02/25/20 10:59 PM,42101,19137,1,5,1,50,0,0,0,0,0,0,0,,,,,,,,,2,1,55,2,3,2,3,1,2,3,2,2,2,2,2,1,1,1,1,0.931934826
271100XXXX,02/25/20 11:00 PM,42101,19106,1,4,,25,15,35,0,0,49,0,10,,,,,,,,,2,1,34,1,3,1,3,2,3,3,2,2,2,2,2,2,2,1,1,1.176570157
475100XXXX,02/26/20 11:37 AM,42101,19124,1,6,2,0,0,0,100,0,0,0,0,c4,c9,,,,,,,1,1,36,1,1,2,5,4,2,2,1,1,4,3,2,2,2,1,1,0.656329708
100010XXXX,02/25/20 10:21 PM,42103,18337,1,6,2,15,10,15,0,0,25,0,20,c6,c3,c2,c8,c1,c5,c7,2,1,2,50,2,3,1,3,1,3,3,2,1,4,3,1,2,2,3,1,0.780269285
105410XXXX,02/25/20 10:20 PM,42107,17983,1,6,3,0,0,0,0,0,0,0,0,,,,,,,,,2,2,58,2,3,3,2,1,1,2,1,2,1,2,2,2,2,2,1,0.780269285
221210XXXX,02/26/20 01:10 PM,42107,17931,1,6,1,32,6,11,0,8,48,0,10,,,,,,,,,2,1,67,2,3,1,3,1,3,2,1,2,2,2,2,2,2,2,1,0.618763507
741000XXXX,02/25/20 10:08 PM,42117,16933,1,8,,,,,,,,,,,,,,,,,,2,1,57,2,3,3,3,3,3,3,2,2,4,2,2,2,1,3,1,0.931934826
166210XXXX,02/26/20 11:33 AM,42121,16301,1,2,,2,45,0,0,0,0,0,0,,,,,,,,,2,2,57,2,3,3,3,1,2,3,2,1,1,2,2,1,2,3,1,0.780269285
826100XXXX,02/25/20 10:20 PM,42125,15063,1,6,1,15,15,20,0,15,15,10,10,,,,,,,,,2,2,62,2,3,3,3,3,3,3,2,2,1,2,2,2,2,2,1,0.780269285
104310XXXX,02/25/20 10:20 PM,42125,15317,1,3,,55,50,50,25,20,45,15,35,,,,,,,,,2,2,29,1,3,2,4,4,3,1,1,2,4,2,2,2,2,2,1,0.764635286
484100XXXX,02/26/20 11:38 AM,42125,15427,1,6,2,80,80,70,0,80,75,40,60,c1,c2,c5,c6,c3,c8,c7,2,1,1,64,2,3,2,5,2,3,2,1,2,2,1,1,2,2,3,1,0.931934826
673100XXXX,02/25/20 10:17 PM,42129,15601,1,3,,50,50,50,50,50,50,50,50,,,,,,,,,2,2,34,1,3,1,3,4,3,2,1,1,2,2,2,2,2,2,1,0.764635286
204310XXXX,02/26/20 11:32 AM,42129,15679,1,6,2,70,50,40,50,50,80,40,90,c8,c6,c1,c9,,,,,1,1,61,2,3,2,4,2,1,1,3,2,4,2,2,1,2,3,1,0.931934826
318100XXXX,02/25/20 11:07 PM,42129,15687,1,1,,50,80,40,10,30,60,20,20,,,,,,,,,2,1,18,1,3,2,3,4,3,3,1,2,3,2,2,2,2,1,1,1.176570157
769100XXXX,02/25/20 10:19 PM,42133,17368,1,5,1,0,0,5,75,0,20,0,0,,,,,,,,,2,1,36,1,1,1,2,1,1,1,2,1,2,2,2,2,2,3,1,0.656329708
173100XXXX,02/25/20 10:12 PM,42133,17345,1,4,,30,20,9,0,0,0,35,0,,,,,,,,,2,2,60,2,3,1,1,1,2,3,2,2,3,1,2,2,2,3,1,0.780269285
103210XXXX,02/25/20 10:21 PM,42133,17402,2,,,,,,,,,,,,,,,,,,,2,2,36,1,3,4,6,4,2,3,2,1,4,2,2,2,2,2,1,0.854303724
134210XXXX,02/26/20 11:29 AM,42133,17360,1,2,,20,20,15,0,5,25,6,0,,,,,,,,,2,2,75,2,3,3,2,2,1,1,3,2,1,3,2,2,2,3,1,0.800705631
218710XXXX,02/26/20 12:42 PM,42133,17361,1,6,2,25,0,0,0,0,25,0,25,c6,c8,c1,c5,c3,c4,c2,2,1,2,18,1,3,2,4,4,3,1,1,2,4,2,2,2,1,2,1,0.764635286
124510XXXX,02/25/20 10:39 PM,42133,17408,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,67,2,3,1,1,1,3,2,2,2,1,2,2,2,2,2,1,0.618763507
113100XXXX,02/25/20 10:38 PM,42133,17327,2,,,,,,,,,,,,,,,,,,,2,1,37,1,3,3,5,4,1,1,1,1,2,2,2,2,1,3,1,0.736103707
372100XXXX,02/25/20 11:38 PM,42133,17329,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,58,2,3,3,1,1,1,1,2,2,4,2,2,2,2,3,1,0.931934826
601100XXXX,02/25/20 10:18 PM,44003,2889,1,2,,15,45,10,0,20,75,10,15,,,,,,,,,2,2,27,1,3,2,3,4,2,1,1,1,2,2,2,2,2,2,1,0.764635286
166810XXXX,02/26/20 11:33 AM,44005,2837,1,6,2,30,50,50,0,40,60,0,30,c3,c1,c2,c5,c7,c9,,1,1,2,67,2,3,3,3,2,3,3,2,2,1,3,2,1,2,3,1,0.800705631
193310XXXX,02/26/20 11:32 AM,44005,2871,1,6,3,75,90,80,0,65,70,40,50,,,,,,,,,2,2,68,2,3,3,4,2,2,1,3,2,1,2,2,2,2,2,1,0.800705631
170410XXXX,02/26/20 11:33 AM,44007,2860,1,1,,0,0,0,50,0,0,50,0,,,,,,,,,2,1,24,1,2,4,3,5,1,1,1,2,4,2,2,2,2,2,1,0.555926665
302100XXXX,02/25/20 11:03 PM,44007,2860,1,2,,35,40,10,5,0,49,15,2,,,,,,,,,2,1,48,1,3,3,3,3,1,1,3,1,1,1,2,2,2,1,1,0.736103707
680100XXXX,02/25/20 10:17 PM,45003,29801,1,6,2,100,10,10,10,0,50,0,15,c6,c7,c9,,,,,,1,2,38,1,3,2,3,1,2,1,2,1,2,2,2,2,2,1,3,0.647561373
299100XXXX,02/25/20 11:03 PM,45003,29803,1,6,2,30,0,30,20,30,55,0,40,c6,c3,c8,c4,c9,,,3,1,1,31,1,3,2,5,4,1,2,1,2,4,2,2,2,2,2,3,1.029281718
390100XXXX,02/25/20 10:15 PM,45015,29436,1,2,,2,1,1,0,1,50,0,2,,,,,,,,,2,1,19,1,2,2,2,5,3,2,1,2,3,1,2,1,2,2,3,0.965410792
561000XXXX,02/25/20 10:30 PM,45019,29414,3,,,,,,,,,,,,,,,,,,,2,1,18,1,6,4,6,5,3,3,3,3,4,3,2,2,2,3,3,0.999525317
150610XXXX,02/26/20 11:31 AM,45019,29414,1,5,2,55,45,75,0,0,55,40,75,c3,c9,,,,,,,1,2,27,1,3,2,3,2,3,2,2,2,4,3,2,2,2,2,3,0.630920158
123210XXXX,02/25/20 10:35 PM,45019,29464,1,6,1,0,0,0,2,0,0,0,0,,,,,,,,,2,1,79,2,3,1,2,1,3,3,3,2,1,1,2,2,2,2,3,0.67613288
710100XXXX,02/25/20 10:17 PM,45035,29485,1,6,2,50,70,65,0,0,80,45,20,c3,c6,c7,c1,c8,c4,c5,5,1,2,18,1,3,2,4,4,2,2,1,2,2,2,2,2,2,1,3,0.630920158
157100XXXX,02/25/20 10:44 PM,45035,29485,1,6,1,0,0,0,0,0,10,0,0,,,,,,,,,2,1,37,1,3,3,2,3,3,2,2,1,4,2,2,2,2,2,3,0.616342712
149910XXXX,02/26/20 11:31 AM,45041,29501,1,6,2,10,0,30,0,0,15,19,26,c8,c3,c1,c7,c4,c5,c6,5,1,2,71,2,3,2,3,2,3,2,2,2,1,2,2,1,2,2,3,0.789827415
200110XXXX,02/26/20 11:30 AM,45045,29651,1,6,2,80,60,30,0,50,0,40,50,c1,c5,c7,c3,c2,c8,c6,2,1,2,35,1,3,2,4,2,2,3,2,1,1,3,2,2,2,2,3,0.647561373
297100XXXX,02/25/20 10:14 PM,45045,29673,1,4,,0,0,0,0,0,0,0,0,,,,,,,,,2,1,64,2,3,1,1,1,3,2,2,2,1,2,2,2,2,3,3,0.807961723
106410XXXX,02/25/20 10:20 PM,45045,29673,1,6,2,100,50,100,0,50,100,50,100,c1,c3,c6,c5,c8,c7,c2,4,1,1,59,2,3,3,3,2,1,1,1,2,2,2,2,2,2,3,3,0.807961723
108710XXXX,02/25/20 10:23 PM,45045,29687,1,5,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,50,2,3,1,2,1,1,3,2,1,3,1,2,2,2,2,3,0.807961723
436100XXXX,02/26/20 07:35 AM,45051,29572,1,5,2,100,0,75,0,80,100,50,50,c1,c6,c3,c5,c8,c7,c2,5,1,1,54,2,1,2,3,2,2,1,2,2,2,2,1,2,2,2,3,0.624475369
743100XXXX,02/25/20 10:19 PM,45051,29569,1,6,2,30,10,5,18,12,95,25,2,c6,c7,c1,c3,c5,c2,c4,1,1,2,29,1,3,1,2,1,3,3,2,1,1,1,2,2,2,3,3,0.630920158
116610XXXX,02/25/20 10:24 PM,45051,29577,2,,,,,,,,,,,,,,,,,,,2,1,53,2,3,3,3,4,1,1,1,1,1,1,2,2,2,1,3,0.807961723
122410XXXX,02/25/20 10:30 PM,45051,29579,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,67,2,3,1,2,1,2,2,3,2,3,2,2,2,2,2,3,0.67613288
153510XXXX,02/26/20 11:31 AM,45051,29527,1,6,2,60,20,40,5,20,60,10,40,c3,c6,c1,c8,c7,c5,c4,2,1,1,44,1,3,2,4,2,2,2,3,2,4,2,2,2,1,3,3,0.616342712
194110XXXX,02/26/20 11:32 AM,45051,29527,1,5,2,85,50,0,0,0,50,85,0,c7,c1,c6,c8,c2,c5,c3,5,1,1,54,2,2,2,4,2,1,1,3,2,3,2,2,2,2,1,3,1.301256306
120100XXXX,02/25/20 10:39 PM,45051,29568,1,3,,0,0,0,0,0,0,0,0,,,,,,,,,2,1,53,2,3,1,3,1,1,1,3,2,1,3,2,2,2,3,3,0.807961723
137510XXXX,02/26/20 11:30 AM,45059,29645,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,72,2,3,1,1,1,3,2,2,2,1,1,2,1,2,3,3,0.67613288
222710XXXX,02/26/20 01:47 PM,45063,29070,2,,,,,,,,,,,,,,,,,,,2,1,40,1,1,4,2,4,1,1,1,2,3,3,2,2,2,3,3,1.304161943
134110XXXX,02/26/20 11:29 AM,45063,29053,1,6,2,100,30,20,20,10,50,100,20,c1,c7,c6,c9,,,,,1,2,39,1,2,2,3,2,2,2,1,1,3,2,2,2,2,2,3,1.026332677
952100XXXX,02/25/20 10:21 PM,45063,29072,1,5,1,0,5,10,0,0,2,0,0,,,,,,,,,2,1,47,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,3,0.616342712
810000XXXX,02/25/20 10:18 PM,45063,29054,2,,,,,,,,,,,,,,,,,,,2,1,41,1,3,3,3,4,2,1,1,2,4,2,2,2,2,3,3,0.616342712
121810XXXX,02/25/20 10:22 PM,45067,29574,1,4,,90,30,10,10,10,40,40,50,,,,,,,,,2,2,61,2,2,2,3,2,3,1,1,2,1,1,2,2,2,3,3,1.35562057
825100XXXX,02/25/20 10:19 PM,45069,29512,1,5,2,50,50,50,0,50,50,60,60,c7,c3,c5,c6,c8,c2,c1,3,1,2,56,2,3,2,3,4,2,2,2,2,1,1,2,2,2,3,3,0.750664219
203010XXXX,02/26/20 11:32 AM,45073,29691,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,66,2,3,1,1,1,2,2,2,2,1,1,2,2,2,3,3,0.67613288
854100XXXX,02/25/20 10:17 PM,45075,29115,1,5,2,90,40,55,20,25,60,40,50,c1,c6,c7,c8,c3,c2,c5,2,1,2,44,1,2,2,5,2,3,1,1,1,3,2,1,2,2,2,3,1.026332677
117910XXXX,02/25/20 10:25 PM,45075,29115,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,65,2,3,1,1,1,2,2,1,2,1,1,2,2,1,3,3,0.67613288
611100XXXX,02/25/20 10:18 PM,45079,29210,1,6,2,0,0,0,0,0,50,0,0,c6,c1,c7,c2,c8,c3,c5,2,1,1,44,1,2,2,3,1,2,3,3,2,3,1,2,2,2,2,3,0.730263431
295100XXXX,02/25/20 11:03 PM,45079,29229,1,6,2,60,65,0,0,0,50,0,52,c1,c6,c8,c2,c5,c3,c7,2,1,1,47,1,2,2,4,2,3,3,2,1,1,1,2,2,2,2,3,0.730263431
550100XXXX,02/26/20 11:43 AM,45079,29229,1,6,2,55,45,0,0,0,52,0,50,c1,c6,c8,c2,c5,c3,c7,2,1,1,47,1,2,2,4,2,3,3,2,1,1,1,2,1,2,2,3,0.730263431
130310XXXX,02/26/20 11:29 AM,45083,29302,1,6,5,,,,,,,,,,,,,,,,,2,2,68,2,3,3,3,1,3,1,1,2,1,1,2,2,2,1,3,0.789827415
338100XXXX,02/25/20 11:10 PM,45083,29349,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,52,2,3,1,3,1,2,3,2,1,4,2,1,1,2,2,3,0.807961723
370100XXXX,02/25/20 10:15 PM,45085,29154,1,6,5,,,,,,,,,,,,,,,,,2,2,60,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,3,1.35562057
850100XXXX,02/25/20 10:19 PM,45089,29556,1,7,2,80,50,50,40,40,60,70,60,c1,c7,c8,c6,c2,c9,,2,1,2,68,2,2,2,4,2,1,1,3,2,1,1,2,1,2,3,3,1.568452292
129100XXXX,02/25/20 10:41 PM,45091,29715,2,,,,,,,,,,,,,,,,,,,2,2,19,1,2,2,3,3,2,2,2,2,2,2,2,1,2,2,3,0.781752262
438100XXXX,02/25/20 10:16 PM,45091,29730,2,,,,,,,,,,,,,,,,,,,2,1,18,1,2,4,3,4,1,1,1,2,3,2,2,2,2,1,3,0.965410792
927100XXXX,02/25/20 10:22 PM,45091,29707,1,4,,90,40,30,25,10,40,25,15,,,,,,,,,2,1,45,1,3,2,3,2,1,2,1,2,3,2,2,2,2,2,3,0.616342712
189610XXXX,02/26/20 11:32 AM,45091,29707,1,6,2,50,50,40,30,50,10,60,5,c5,c7,c2,c3,c4,c1,c9,2,1,1,69,2,3,3,1,3,3,2,2,2,3,2,2,2,2,2,3,0.67613288
160410XXXX,02/26/20 11:30 AM,46019,57717,1,6,1,25,25,0,0,0,25,0,0,,,,,,,,,2,2,59,2,6,3,1,1,2,1,3,2,4,2,2,2,2,3,2,0.952411344
108310XXXX,02/25/20 10:20 PM,46101,57028,1,6,2,55,0,75,0,30,60,0,40,c3,c8,c6,c5,c1,c7,c4,3,1,2,62,2,3,2,4,2,2,1,2,2,2,2,2,2,2,3,2,0.847513457
596100XXXX,02/26/20 11:52 AM,46103,57702,2,,,,,,,,,,,,,,,,,,,2,1,59,2,3,4,6,4,1,1,1,2,4,2,2,2,2,2,2,0.824341641
101110XXXX,02/25/20 10:21 PM,47003,37160,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,66,2,3,1,2,1,1,1,3,2,1,1,2,2,2,1,3,0.789827415
156010XXXX,02/26/20 11:31 AM,47003,37160,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,23,1,3,1,1,1,3,2,2,2,3,2,1,2,2,2,3,0.630920158
301000XXXX,02/25/20 10:05 PM,47009,37803,1,6,1,15,30,10,0,0,25,0,0,,,,,,,,,2,2,55,2,3,1,2,1,3,2,2,2,1,1,2,2,2,3,3,0.750664219
193610XXXX,02/26/20 11:32 AM,47009,37803,1,6,1,15,5,0,0,0,10,0,0,,,,,,,,,2,2,26,1,3,1,3,1,1,1,3,1,4,1,2,2,2,2,3,0.630920158
153810XXXX,02/26/20 11:31 AM,47011,37311,1,7,2,50,50,40,0,0,60,0,40,c6,c5,c1,c8,c3,c4,c7,1,1,2,34,1,1,2,3,3,3,1,1,2,4,2,2,2,2,2,3,0.767880689
211710XXXX,02/26/20 12:40 PM,47011,37311,1,6,2,50,75,0,0,25,75,25,25,c2,c6,c1,c8,c9,,,2,1,2,38,1,3,2,3,3,2,2,3,1,2,2,2,1,2,2,3,0.647561373
150010XXXX,02/26/20 11:31 AM,47011,37323,1,7,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,61,2,3,4,6,1,2,1,3,2,3,3,2,2,2,3,3,0.807961723
162810XXXX,02/26/20 11:34 AM,47011,37312,1,6,1,10,40,50,0,20,20,10,25,,,,,,,,,2,1,53,2,3,1,2,1,2,2,2,2,1,2,2,2,2,3,3,0.807961723
682100XXXX,02/25/20 10:17 PM,47013,37766,2,,,,,,,,,,,,,,,,,,,2,2,42,1,3,4,6,4,1,1,3,2,3,2,2,2,2,2,3,0.647561373
